dataset_id,n,distribution,entropy,model_entropy,scipy_entropy,model_entropy_boot,scipy_entropy_boot,model_bias2,scipy_bias2,model_var,scipy_var
44,48,student_t,0.8981243968009949,1.2245838642120361,1.238976,1.1815864225228627,1.1681137,0.08035072002634487,0.07289423,0.014283272610984806,0.0102982335
45,10,student_t,0.9113298654556274,1.0035127401351929,1.307163,0.9378109316031138,-inf,0.0007012468643075477,inf,0.00798543051356894,
46,146,beta,-0.16530072689056396,-0.37233442068099976,-0.20458822,-0.39770956138769786,-0.24021953,0.05401386635231618,0.0056128274,0.006008652767220685,0.0030461822
47,36,beta,-0.3538663983345032,-0.5882793664932251,-0.42952982,-0.6079130172729492,-0.5053881,0.06453968459405601,0.02295882,0.008570847109769807,0.0055570663
48,62,weibull,1.8232958316802979,0.6063420176506042,0.88892466,0.6174042880535126,0.84211034,1.4541744149905909,0.962725,0.004238030180586194,0.003628514
49,147,student_t,0.9275592565536499,1.6494641304016113,1.6191446,1.595451052983602,1.5617177,0.44607945173842845,0.40215698,0.00736590804813463,0.004624912
50,37,beta,-0.09002421051263809,-0.42539525032043457,-0.20054133,-0.45879366596539817,-0.28519598,0.13599091127492519,0.03809202,0.017148261437398015,0.01446577
51,172,student_t,1.2116162776947021,2.0354042053222656,1.9192535,2.003452161947886,1.8562076,0.6270040675910216,0.415498,0.0076565757378262685,0.0076574003
52,175,student_t,0.947903573513031,1.6234074831008911,1.5234514,1.5390692671140036,1.4727267,0.349476877290719,0.27543932,0.011472235895343567,0.0034165962
53,96,student_t,0.9225805997848511,1.4104760885238647,1.4233042,1.3623835643132527,1.3709507,0.1934266476079705,0.20103575,0.009516634777950924,0.0077196984
54,70,weibull,2.1450212001800537,1.1738429069519043,1.297663,1.1558916012446085,1.2596043,0.9783773634901946,0.783963,0.010848412118901253,0.0051376824
55,99,student_t,1.2566521167755127,1.807749629020691,1.9048548,1.8031394044558207,1.7790605,0.2986483555961797,0.2729105,0.011104955972162127,0.014166259
56,86,beta,-0.3440842628479004,-0.4461401402950287,-0.41070592,-0.43977939983208975,-0.45931396,0.009157559242422765,0.013277883,0.0025008386590712607,0.0054589333
57,170,weibull,2.1404693126678467,0.9313924908638,1.178844,0.9272371490796407,1.1399914,1.4719322827649193,1.000956,0.005004345718883234,0.0035325855
58,275,weibull,2.299893856048584,1.1361310482025146,1.3371669,1.136191761493683,1.3156132,1.3542025648714637,0.96880853,0.000709442126628943,0.00058882526
59,34,weibull,1.6342189311981201,0.6943426132202148,0.80361605,0.6628896494706472,0.7158187,0.9434805735412084,0.84345895,0.008116896699393333,0.015859136
60,235,beta,-0.27793046832084656,-0.49415871500968933,-0.37564588,-0.47718858818213145,-0.38916758,0.039703798330654176,0.012373694,0.0010009925919176438,0.00037255566
61,69,weibull,0.9608522653579712,-0.05162262171506882,0.03060837,-0.10192043582598369,-0.03475619,1.12948581438184,0.9912362,0.01904705725248992,0.004897723
62,83,student_t,0.9358494877815247,1.5367943048477173,1.5486494,1.5444496591885886,1.5270528,0.37039416863670754,0.3495213,0.004042095369829405,0.0056297528
63,37,weibull,2.0297701358795166,1.0185927152633667,1.1065468,1.0109335243701936,1.0590287,1.0380280409517992,0.9423388,0.004469628328122218,0.0016015308
64,63,weibull,2.503509283065796,1.1987828016281128,1.3474864,1.1991904298464457,1.3126274,1.7012476708634408,1.4181995,0.008089315995935147,0.0020260932
65,77,beta,-0.39985692501068115,-0.809586226940155,-0.58646613,-0.8306196510791779,-0.633585,0.18555652616996277,0.0546288,0.0031664964212055583,0.0027596878
66,28,weibull,1.214830994606018,0.006529398262500763,0.10323854,-0.018792783220609028,0.0012876632,1.5218276252192393,1.4726874,0.01041447929859347,0.023110216
67,57,beta,-0.333741694688797,-0.5210425853729248,-0.41810405,-0.5474691639343897,-0.4593435,0.04567943111012578,0.01577581,0.00906443915611532,0.006713185
68,35,beta,-0.43620696663856506,-0.6478261351585388,-0.8383687,-0.652385417620341,-0.919628,0.046733122668880085,0.23369592,0.00291849271306194,0.0070205415
69,153,beta,-0.31715288758277893,-0.5612804293632507,-0.35473388,-0.5601180593172709,-0.38197872,0.059032074675971165,0.0042023887,0.0012683053017396597,0.001521624
70,293,weibull,1.68958580493927,0.5433233976364136,0.4578234,0.5000772794087728,0.41354024,1.4149305323097379,1.6282923,0.010007689011700844,0.007232598
71,21,weibull,1.845473289489746,0.806661069393158,0.9870887,0.7552597502867381,0.88091725,1.1885655610615484,0.93036836,0.00724162152623802,0.01685479
72,28,beta,-0.4511863589286804,-0.6443654894828796,-0.60899955,-0.6376583079497019,-0.6963298,0.03477178777169844,0.06009529,0.022693141202224803,0.015003451
73,30,weibull,3.168076992034912,2.1207656860351562,1.913652,2.071341602007548,1.7588584,1.2028285157384742,1.985897,0.05092670561098196,0.08106315
74,12,beta,-0.2752520442008972,-0.38073885440826416,-0.2303154,-0.49523786306381223,-0.4727235,0.04839376050078726,0.038994983,0.05726870774863425,0.07109174
75,27,weibull,1.7072852849960327,0.3381960988044739,0.34980625,0.307075492789348,0.18820755,1.9605874621914872,2.3075974,0.00564492284326906,0.028651346
76,27,beta,-0.678943932056427,-0.2155126929283142,-0.5230966,-0.25651058355967205,-0.57244587,0.17844993392218084,0.011341837,0.007696847255291489,0.013019044
77,295,beta,-0.20495495200157166,-0.47748321294784546,-0.26246196,-0.48227457304795585,-0.2879187,0.07690617221731014,0.0068829814,0.0016791397869640487,0.0009941466
78,246,student_t,1.078278660774231,2.0091071128845215,1.8484043,1.9622421701749166,1.8024639,0.7813914859519762,0.5244442,0.010216671849832899,0.0056107417
79,273,weibull,1.810642957687378,0.7356357574462891,0.8524478,0.7348586002985636,0.83120596,1.157311983602464,0.9592968,0.0005446356528141255,0.0009246165
80,19,beta,-0.3739709258079529,-0.6395172476768494,-0.43383548,-0.7096077164014181,-0.6073716,0.1126520551998816,0.05447589,0.03645440036198951,0.045864604
81,29,student_t,0.9251618385314941,1.2820097208023071,1.3604879,1.1853106757005056,1.2126997,0.06767741748038886,0.082678,0.019657873989750548,0.017908817
82,43,weibull,1.1270219087600708,0.19791650772094727,0.28763556,0.1802721877892812,0.2401665,0.8963350341582679,0.78651255,0.007167022887026063,0.0052438625
83,158,weibull,1.7897990942001343,0.706047534942627,0.9057599,0.6755024711290996,0.85562915,1.2416569641875117,0.8726735,0.006045583398473471,0.0025633806
84,89,weibull,1.6806178092956543,0.5950760841369629,0.6641635,0.5863141000270844,0.63024515,1.1975006081189508,1.1032826,0.004356278616722911,0.0029037888
85,29,student_t,1.4615553617477417,1.7179538011550903,1.7714807,1.5305975516637167,1.476854,0.004766823988393559,0.00023404731,0.13758579986633893,0.118016616
86,128,student_t,0.957596480846405,1.5117989778518677,1.5039966,1.435544498761495,1.432061,0.2284343078289631,0.22511654,0.006722061212446734,0.0037462045
87,10,student_t,0.9524602293968201,1.5575721263885498,1.6762052,1.3927842140197755,-inf,0.19388521143423668,inf,0.06018628944899775,
88,12,student_t,0.9335469603538513,0.7989769577980042,0.93390304,0.7672340631484985,-inf,0.027659979776838248,inf,0.018241366207198836,
89,26,beta,-1.3276084661483765,-0.6015025973320007,-1.2696913,-0.600761941075325,-1.3208392,0.5283058710107701,4.5823417e-05,0.009282675893827697,0.057669383
90,139,weibull,2.00056529045105,0.8364457488059998,1.0263748,0.8313909649848938,0.98737776,1.3669686033292408,1.026549,0.003222147616088099,0.0030960126
91,11,beta,-0.42980751395225525,-0.5826078057289124,-0.49130458,-0.6345885048309962,-0.6657862,0.04193525422527897,0.055685945,0.04375851321682341,0.054716997
92,22,beta,-0.27650395035743713,-0.3562299609184265,-0.23905133,-0.40006121595700583,-inf,0.015266397882442363,inf,0.013889701745494941,
93,104,student_t,0.8989635705947876,1.608066439628601,1.5496001,1.5937264680862426,1.5025905,0.4826954837307221,0.36436552,0.005599090076044982,0.004773274
94,119,beta,-0.32373329997062683,-0.49487319588661194,-0.29506573,-0.48198875188827517,-0.3321249,0.025044788061659103,7.041876e-05,0.0011860539072562658,0.0025292945
95,61,beta,-0.13600878417491913,-0.30383649468421936,-0.19010834,-0.3157569448153178,-0.24430722,0.03230940125360657,0.011728551,0.0021336763738691606,0.0041332827
96,220,beta,-0.22247184813022614,-0.4492391347885132,-0.21711282,-0.45411863227685295,-0.2472072,0.053660232605473916,0.0006118374,0.0019522576961401395,0.001615626
97,256,beta,-0.360909640789032,-0.5073139071464539,-0.33440083,-0.5054333060979843,-0.357649,0.02088708983433407,1.0631788e-05,0.00028539387099126105,0.00061175716
98,231,beta,-0.1441090703010559,-0.3683891296386719,-0.1587904,-0.3790948987007141,-0.18566354,0.05521833954867361,0.0017267737,0.0013017583588953367,0.0010902134
99,52,beta,-0.18938568234443665,-0.33808666467666626,-0.21675488,-0.34357064465681714,-0.27290207,0.023773002603270192,0.006974987,0.004534903416857839,0.005922133
100,12,beta,-0.20567330718040466,-0.3267306089401245,-0.32225707,-0.39641769925753273,-inf,0.03638342310887316,inf,0.02081003656735945,
101,54,beta,-0.28899118304252625,-0.6454126238822937,-0.60554093,-0.6747837901115418,-0.67052346,0.1488359356691078,0.14556688,0.004493737845851722,0.0028476773
102,52,weibull,0.9615365266799927,-0.12339692562818527,-0.10264531,-0.1642523489892483,-0.16267635,1.2674005925806135,1.2638545,0.006467480471353013,0.0019119235
103,179,weibull,1.2050516605377197,0.2518506646156311,0.26669893,0.23598275979359945,0.22116466,0.9390945343894175,0.9680337,0.0014847464960252273,0.0018771596
104,70,beta,-0.2709158957004547,-0.5085700154304504,-0.33245456,-0.5059701760609945,-0.39629707,0.05525051471581123,0.015720438,0.005174486225437967,0.003965755
105,32,student_t,1.0091452598571777,1.602049708366394,1.5235914,1.4714592238267263,1.3923274,0.21373420128123707,0.14682858,0.043654124521520926,0.020090295
106,62,weibull,2.1222658157348633,0.929823100566864,1.1866649,0.9106490592161814,1.1257975,1.4680151646768504,0.99294907,0.016993442172765917,0.0070955213
107,16,student_t,0.9372029900550842,1.684144377708435,1.6292524,1.5238002677758535,1.4327817,0.34409636622941736,0.24559826,0.060602252372995644,0.060171
108,41,beta,-0.16069452464580536,-0.23692244291305542,-0.15634969,-0.2377905547618866,-0.22739522,0.005943797859659705,0.004448983,0.001817725371707013,0.006262637
109,221,student_t,0.9126651883125305,1.587106466293335,1.5439528,1.4972024083137512,1.4748658,0.34168376156675545,0.3160695,0.006758995022856453,0.001959549
110,68,beta,-0.37961307168006897,-0.5876559019088745,-0.4081022,-0.580645031730334,-0.459583,0.04041384896165135,0.006395192,0.008816032123546555,0.004454629
111,11,student_t,0.9002880454063416,0.8914094567298889,1.0127829,0.74590283036232,0.7398492,0.023834794624188787,0.02574062,0.04101200187322086,0.04858624
112,220,weibull,2.179187059402466,1.224636435508728,1.2874417,1.2218672513961792,1.2453972,0.9164612148011934,0.8719635,0.003970592107388029,0.004794861
113,24,student_t,0.9720771908760071,1.549268364906311,1.5268049,1.4563342571258544,1.4142579,0.234504906212909,0.19552377,0.028398307966693317,0.019035142
114,113,student_t,0.9674847722053528,1.4752954244613647,1.496075,1.449849013487498,1.4563167,0.23267526126769955,0.23895666,0.006056318312228355,0.0041312636
115,184,student_t,1.0426580905914307,1.5251240730285645,1.4936752,1.4903332193692524,1.4494897,0.20041302092623933,0.16551197,0.0034661961712544884,0.0032687515
116,15,beta,-0.49351420998573303,-0.8895845413208008,-0.65468276,-0.9735196550687154,-0.950206,0.230405227309312,0.20856738,0.101178010211007,0.1076072
117,246,beta,-0.3979879319667816,-0.6533251404762268,-0.44337672,-0.6604287028312683,-0.4657253,0.06887515821194601,0.0045883516,0.0011629079553086305,0.0009057319
118,214,student_t,0.9032975435256958,1.422258734703064,1.5149045,1.4177629232406617,1.4806092,0.264674626925264,0.33328873,0.003413747885250587,0.0021776825
119,24,beta,-0.4088838994503021,-0.43184855580329895,-0.28809023,-0.44625431497891743,-0.39373237,0.0013965479567813722,0.00022956888,0.019806073044902794,0.023522256
120,10,beta,-0.29423651099205017,-1.0614837408065796,-0.7938769,-1.1093196034431458,-inf,0.6643604475996414,inf,0.023059673890573527,
121,33,student_t,0.9015576839447021,1.4244120121002197,1.4675448,1.3798307379086812,1.399311,0.22874511414803117,0.24775831,0.009433424597224951,0.011088502
122,25,beta,-0.12655818462371826,-0.3453269898891449,-0.24797297,-0.3905966838200887,-0.33380526,0.06971632905787173,0.042951353,0.011379535477862964,0.0071902256
123,28,beta,-0.3516753017902374,-0.46119147539138794,-0.43629462,-0.497666143377622,-0.58235806,0.021313325827392815,0.053214535,0.0047266971651130805,0.029302377
124,83,beta,-0.15693533420562744,-0.21094870567321777,-0.15470302,-0.2163220783074697,-0.19379687,0.003526785375017695,0.0013587731,0.0005035922284429458,0.0020139248
125,131,beta,-0.23919346928596497,-0.4361865818500519,-0.23983145,-0.445015890399615,-0.28510305,0.042362869033084685,0.0021076899,0.0022814439601724643,0.0018560011
126,293,student_t,1.1533360481262207,1.8554381132125854,1.7414398,1.838411275545756,1.713237,0.469328067223928,0.31348914,0.0030831080318039815,0.002498616
127,30,weibull,2.396164655685425,1.4381521940231323,1.4754174,1.4132906417051951,1.3874924,0.9660413273576087,1.0174197,0.028398778258647055,0.014001636
128,168,beta,-0.3371823728084564,-0.679835855960846,-0.40864936,-0.677972815434138,-0.43886003,0.11613812578500797,0.010338346,0.00954599708197309,0.003598093
129,69,student_t,1.0411112308502197,1.7712481021881104,1.7349818,1.704958689212799,1.6578876,0.4406934479744565,0.38041306,0.01941260464362941,0.013352107
130,177,student_t,0.9062865376472473,1.4361103773117065,1.4963298,1.3836816191673278,1.4363753,0.22790606385956427,0.28099406,0.008629246392422516,0.0038378346
131,100,student_t,0.9315428137779236,1.7263648509979248,1.5668428,1.6133600076039631,1.47887,0.4648746857968152,0.29956707,0.03012467803046598,0.008885045
132,193,student_t,0.9006041288375854,1.5011545419692993,1.483851,1.4702791253725687,1.4630358,0.32452960167713313,0.31632942,0.006819925421333705,0.0021416463
133,19,beta,-0.2547168433666229,-0.7513014078140259,-0.77905047,-0.7588472902774811,-0.86806715,0.2541475075025416,0.37619856,0.007460924373015213,0.01399022
134,224,weibull,1.705680251121521,0.5857073068618774,0.84259546,0.5765437424182892,0.81574935,1.2749492552865236,0.791977,0.00635347582772031,0.003838636
135,150,student_t,1.4230470657348633,2.054208755493164,1.8883748,2.0290490349133807,1.8442262,0.3672383866482408,0.1773919,0.005341862529057535,0.00533952
136,78,weibull,2.0205636024475098,0.9939027428627014,1.1861267,0.9889810184637705,1.1406556,1.0641626275785687,0.77423805,0.0032983336820616395,0.0033501792
137,34,student_t,1.1716285943984985,1.2356940507888794,1.3138914,1.2075312336285908,1.2057225,0.001288999503686162,0.001162391,0.006898681067388267,0.008295613
138,10,beta,-0.2677824795246124,-0.16342151165008545,-0.5971637,-0.22984294320146242,-inf,0.0014394084164156184,inf,0.019565321610547404,
139,129,beta,-0.20991191267967224,-0.2928096354007721,-0.27567288,-0.29129183689753213,-0.30198577,0.006622692065704618,0.008477596,0.0017135504645735683,0.001306078
140,174,student_t,0.9496007561683655,1.6541162729263306,1.605394,1.6470399101575215,1.5864184,0.4864213735171097,0.4055367,0.0026907826354081814,0.0027999736
141,16,beta,-0.45746099948883057,-0.5558239221572876,-0.6916155,-0.6250023454427719,-0.80019,0.02807010260405825,0.11746315,0.008890874366512185,0.008395305
142,71,beta,-0.3314368426799774,-0.5440716743469238,-0.38732263,-0.5462416330973308,-0.44339427,0.04614109798624309,0.012534467,0.0031230544534473935,0.0053492393
143,32,beta,-0.09416942298412323,-0.12164609879255295,-0.022483654,-0.13709650486707686,-0.06928725,0.001842734358985806,0.00061912264,0.0019513605981317818,0.0027940618
144,68,beta,-0.4206966161727905,-0.4405767321586609,-0.48027807,-0.42956177989641825,-0.5151831,7.859112784672495e-05,0.008927694,0.0035459426248231865,0.0010554862
145,30,student_t,0.9324905872344971,1.0518509149551392,1.1203429,1.027859099706014,-inf,0.009095153171029874,inf,0.01729226215795633,
146,17,beta,-0.8030132055282593,-0.7015001177787781,-0.85808474,-0.7168423751990001,-0.9871682,0.007425411999633979,0.03391306,0.0072651843748878005,0.013934642
147,108,beta,-0.808775782585144,-1.1356245279312134,-0.85639626,-1.141641261180242,-0.88623697,0.11079942684034362,0.0060002347,0.0055975126768862725,0.0038087256
148,32,beta,-0.41106894612312317,-0.6872246861457825,-0.6495696,-0.7027243514855702,-0.70788085,0.0850628754771333,0.08809731,0.006512282201000535,0.006935085
149,30,beta,-0.6295948028564453,-0.3519948124885559,-0.7322562,-0.41779163281122844,-0.8591181,0.044860582841203055,0.052680947,0.02310133040772696,0.032508753
150,149,beta,-0.25885188579559326,-0.49099692702293396,-0.26069686,-0.49994357824325564,-0.29580456,0.058125204167278226,0.0013655002,0.0026165237356643683,0.0012253384
151,69,student_t,0.967892050743103,1.806848168373108,1.6969261,1.7248465339342753,1.6233803,0.5729800896232148,0.42966485,0.02280823558849428,0.008305539
152,29,student_t,1.3729305267333984,1.7220458984375,1.7060012,1.6582505702972412,1.5918201,0.08140752725927314,0.047912654,0.025384456735133655,0.026878426
153,33,student_t,0.9500502347946167,1.1399065256118774,1.2446761,1.0320388495922088,1.1080284,0.006722132956427942,0.024957104,0.02312569640833292,0.017636057
154,277,weibull,1.922767162322998,0.888478696346283,1.0523336,0.8791215260823567,1.0192703,1.089196214044133,0.8163066,0.0011041292036158587,0.0020473958
155,11,weibull,1.866098165512085,0.5904259085655212,0.78234744,0.5044773623347283,0.5676114,1.85401121164535,1.6860677,0.047585781842620904,0.08840181
156,66,weibull,1.6560797691345215,0.4056012034416199,0.7029826,0.4014228284358978,0.6622122,1.5741640388432296,0.98777276,0.004358251284992024,0.0019204979
157,289,beta,-0.38720807433128357,-0.5796400308609009,-0.36618316,-0.5935447692871094,-0.40320358,0.04257483168529353,0.0002558561,0.000880543967440038,0.0009844432
158,128,student_t,1.0231677293777466,1.601812720298767,1.5255249,1.5304360151290894,1.4452262,0.25732111372910604,0.17813335,0.01992397145344701,0.006541097
159,25,weibull,0.8066421747207642,-0.44793447852134705,-0.29195228,-0.47605861102541286,-0.43277755,1.6453213057538598,1.5361612,0.01947668178404362,0.01643328
160,60,beta,-0.2152913510799408,-0.3762627840042114,-0.2331254,-0.38760064939657846,-0.29174334,0.02969049428637203,0.0058449064,0.005443651028807896,0.0038767024
161,27,student_t,0.9005013704299927,1.1760560274124146,1.2291812,1.1223318696022033,1.1193305,0.04920877036299215,0.0478862,0.03562686269936164,0.019044433
162,22,student_t,0.9001479744911194,1.4897819757461548,1.5604427,1.4400917569796243,1.4489999,0.2915392882479939,0.30123842,0.018181029159002722,0.023995731
163,148,beta,-0.6342809796333313,-0.8069251775741577,-0.5532114,-0.80236363808314,-0.58277833,0.02825178007155506,0.0026525224,0.004177178006811254,0.0027073016
164,36,weibull,1.9242143630981445,0.648463785648346,0.7891876,0.6346778134504955,0.6986716,1.662904512877164,1.5019552,0.009624362971522913,0.010257152
165,39,beta,-0.30257153511047363,-0.5216018557548523,-0.4301595,-0.528544561068217,-0.48338673,0.05106380846049896,0.03269413,0.005718162067574108,0.0064029056
166,26,beta,-0.42817437648773193,-0.24045884609222412,-0.5051616,-0.3012737641731898,-0.70867634,0.016103765405805725,0.07868135,0.015356792241861119,0.07002309
167,183,student_t,1.1147950887680054,1.9341028928756714,1.7693719,1.9039979259173074,1.7365328,0.6228411181645078,0.3865578,0.005988205047861739,0.0066470746
168,150,weibull,2.5278470516204834,1.4832158088684082,1.5513065,1.4689556320508321,1.5351119,1.1212510384382313,0.98552305,0.008569505762039362,0.0037978499
169,11,weibull,0.5057709813117981,-0.4087209105491638,-0.35336652,-0.4699003040790558,-inf,0.9519344571362411,inf,0.024203857174575998,
170,139,weibull,1.8210866451263428,0.7555502653121948,0.9198903,0.7428376138210296,0.8734147,1.162620973510846,0.89808214,0.002475842017795398,0.001516557
171,38,beta,-0.3414555788040161,-0.45825308561325073,-0.3671806,-0.5101548473040263,-0.44505072,0.02845944319243852,0.010731952,0.014003320252258004,0.005898476
172,34,weibull,2.199225425720215,1.122628927230835,1.0881971,1.0612399796644847,1.0311211,1.2950108754346592,1.3644676,0.01700426497767502,0.015088048
173,265,weibull,2.8898396492004395,1.8995529413223267,1.8011216,1.8957424441973367,1.7763603,0.9882292529949809,1.2398363,0.00618700839960002,0.0047201235
174,12,student_t,0.9437772631645203,1.1296488046646118,1.1999503,1.0349556724230449,-inf,0.008313502314915006,inf,0.024337036394520277,
175,11,weibull,2.3308918476104736,1.7443655729293823,1.6925368,1.5533570686976115,-inf,0.6045603324190735,inf,0.2273164049911512,
176,265,beta,-0.23385408520698547,-0.4160204827785492,-0.226116,-0.4190866162379583,-0.2450851,0.03431109055214031,0.00012613581,0.0010453803306601423,0.0005940168
177,35,beta,-0.3067743480205536,-0.6326963901519775,-0.43356454,-0.6980922023455302,-0.6191627,0.1531296631135036,0.09758647,0.012580109524015943,0.027959013
